IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.91.16.214,2083,2083,true,NRT,Asia Pacific,Tokyo,226,4.48
47.74.50.249,8443,8443,true,NRT,Asia Pacific,Tokyo,201,4.48
8.219.67.50,2095,2095,false,SIN,Asia Pacific,Singapore,7,4.48
47.245.37.98,80,80,false,NRT,Asia Pacific,Tokyo,92,4.48
8.210.151.69,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,4.47
8.219.42.163,8080,8080,false,SIN,Asia Pacific,Singapore,3,4.47
8.219.99.87,2087,2087,true,SIN,Asia Pacific,Singapore,83,4.47
8.222.162.31,2087,2087,true,SIN,Asia Pacific,Singapore,76,4.47
47.245.59.243,2095,2095,false,NRT,Asia Pacific,Tokyo,83,4.47
8.219.76.211,2096,2096,true,SIN,Asia Pacific,Singapore,89,4.47
8.209.241.128,8080,8080,false,NRT,Asia Pacific,Tokyo,394,4.47
47.74.13.200,2095,2095,false,NRT,Asia Pacific,Tokyo,218,4.47
47.74.39.194,80,80,false,NRT,Asia Pacific,Tokyo,426,4.47
47.245.37.98,2082,2082,false,NRT,Asia Pacific,Tokyo,198,4.47
47.245.56.50,2095,2095,false,NRT,Asia Pacific,Tokyo,338,4.47
8.218.127.249,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,4.47
47.245.15.236,2086,2086,false,NRT,Asia Pacific,Tokyo,184,4.47
8.209.242.25,2052,2052,false,NRT,Asia Pacific,Tokyo,178,4.47
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,56,4.47
47.236.126.188,2082,2082,false,SIN,Asia Pacific,Singapore,18,4.47
8.219.140.229,80,80,false,SIN,Asia Pacific,Singapore,11,4.47
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,4.47
47.245.52.202,2053,2053,true,NRT,Asia Pacific,Tokyo,179,4.46
8.210.117.18,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,4.46
8.222.198.105,2083,2083,true,SIN,Asia Pacific,Singapore,79,4.46
47.74.11.219,8443,8443,true,NRT,Asia Pacific,Tokyo,284,4.46
47.236.23.242,2095,2095,false,SIN,Asia Pacific,Singapore,20,4.46
47.245.117.196,2083,2083,true,SIN,Asia Pacific,Singapore,68,4.46
8.219.51.211,2082,2082,false,SIN,Asia Pacific,Singapore,11,4.46
8.209.243.99,2087,2087,true,NRT,Asia Pacific,Tokyo,297,4.46
47.236.107.152,80,80,false,SIN,Asia Pacific,Singapore,20,4.46
47.74.37.50,2053,2053,true,NRT,Asia Pacific,Tokyo,406,4.46
8.219.12.152,8880,8880,false,SIN,Asia Pacific,Singapore,7,4.46
8.209.246.24,2096,2096,true,NRT,Asia Pacific,Tokyo,107,4.46
8.210.151.69,8080,8080,false,HKG,Asia Pacific,Hong Kong,86,4.45
8.222.252.49,2082,2082,false,SIN,Asia Pacific,Singapore,27,4.45
47.245.55.94,2087,2087,true,NRT,Asia Pacific,Tokyo,145,4.45
47.74.52.188,2082,2082,false,NRT,Asia Pacific,Tokyo,127,4.45
8.219.71.3,8443,8443,true,SIN,Asia Pacific,Singapore,71,4.45
47.74.3.2,8080,8080,false,NRT,Asia Pacific,Tokyo,187,4.45
47.245.11.230,2095,2095,false,NRT,Asia Pacific,Tokyo,114,4.45
47.236.0.98,8443,8443,true,SIN,Asia Pacific,Singapore,71,4.45
47.74.35.236,2087,2087,true,NRT,Asia Pacific,Tokyo,155,4.45
47.245.54.197,2052,2052,false,NRT,Asia Pacific,Tokyo,157,4.44
47.74.16.255,2095,2095,false,NRT,Asia Pacific,Tokyo,222,4.44
8.209.240.229,2086,2086,false,NRT,Asia Pacific,Tokyo,76,4.44
47.236.111.221,2096,2096,true,SIN,Asia Pacific,Singapore,179,4.44
47.74.13.94,80,80,false,NRT,Asia Pacific,Tokyo,476,4.43
47.245.4.22,8443,8443,true,NRT,Asia Pacific,Tokyo,83,4.43
8.219.40.255,8880,8880,false,SIN,Asia Pacific,Singapore,25,4.43
47.245.121.221,2087,2087,true,SIN,Asia Pacific,Singapore,17,4.43
47.74.6.16,2086,2086,false,NRT,Asia Pacific,Tokyo,444,4.43
8.222.224.17,2086,2086,false,SIN,Asia Pacific,Singapore,20,4.42
47.245.32.215,2053,2053,true,NRT,Asia Pacific,Tokyo,75,4.42
47.74.54.145,8080,8080,false,NRT,Asia Pacific,Tokyo,74,4.42
47.236.101.228,80,80,false,SIN,Asia Pacific,Singapore,48,4.42
47.74.45.143,8443,8443,true,NRT,Asia Pacific,Tokyo,91,4.42
8.218.127.249,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,4.42
47.245.96.198,2052,2052,false,SIN,Asia Pacific,Singapore,32,4.42
47.245.8.185,2095,2095,false,NRT,Asia Pacific,Tokyo,78,4.42
47.74.43.24,8080,8080,false,NRT,Asia Pacific,Tokyo,153,4.42
47.236.107.152,2095,2095,false,SIN,Asia Pacific,Singapore,18,4.42
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,34,4.42
8.219.76.211,2052,2052,false,SIN,Asia Pacific,Singapore,16,4.42
8.219.206.180,2052,2052,false,SIN,Asia Pacific,Singapore,10,4.42
47.74.4.47,2053,2053,true,NRT,Asia Pacific,Tokyo,129,4.41
47.74.11.9,2096,2096,true,NRT,Asia Pacific,Tokyo,306,4.41
47.245.110.187,2086,2086,false,SIN,Asia Pacific,Singapore,7,4.41
47.74.10.135,2053,2053,true,NRT,Asia Pacific,Tokyo,158,4.41
47.245.8.68,80,80,false,NRT,Asia Pacific,Tokyo,175,4.41
47.91.18.207,80,80,false,NRT,Asia Pacific,Tokyo,73,4.41
47.236.0.246,2095,2095,false,SIN,Asia Pacific,Singapore,32,4.41
47.74.13.66,2052,2052,false,NRT,Asia Pacific,Tokyo,218,4.41
47.74.54.145,2086,2086,false,NRT,Asia Pacific,Tokyo,200,4.41
47.236.11.84,2096,2096,true,SIN,Asia Pacific,Singapore,67,4.41
8.209.215.247,2095,2095,false,NRT,Asia Pacific,Tokyo,317,4.41
47.236.15.174,2083,2083,true,SIN,Asia Pacific,Singapore,48,4.41
47.245.8.68,2096,2096,true,NRT,Asia Pacific,Tokyo,83,4.40
47.243.162.49,80,80,false,HKG,Asia Pacific,Hong Kong,44,4.40
47.245.127.162,2052,2052,false,SIN,Asia Pacific,Singapore,6,4.40
8.209.240.229,8080,8080,false,NRT,Asia Pacific,Tokyo,320,4.40
47.245.5.56,2095,2095,false,NRT,Asia Pacific,Tokyo,190,4.40
8.219.238.145,2086,2086,false,SIN,Asia Pacific,Singapore,14,4.40
8.219.254.28,2096,2096,true,SIN,Asia Pacific,Singapore,57,4.40
47.245.10.77,8443,8443,true,NRT,Asia Pacific,Tokyo,198,4.40
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.40
47.74.61.146,80,80,false,NRT,Asia Pacific,Tokyo,125,4.40
8.209.246.24,2095,2095,false,NRT,Asia Pacific,Tokyo,169,4.39
8.219.151.193,2083,2083,true,SIN,Asia Pacific,Singapore,52,4.39
8.222.198.105,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.39
47.74.34.135,2087,2087,true,NRT,Asia Pacific,Tokyo,107,4.39
47.245.56.29,2095,2095,false,NRT,Asia Pacific,Tokyo,87,4.39
8.218.110.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.39
8.222.226.15,8443,8443,true,SIN,Asia Pacific,Singapore,53,4.39
47.245.41.198,8443,8443,true,NRT,Asia Pacific,Tokyo,88,4.39
47.91.3.135,2052,2052,false,NRT,Asia Pacific,Tokyo,70,4.39
47.236.100.114,2096,2096,true,SIN,Asia Pacific,Singapore,76,4.39
47.245.26.167,2082,2082,false,NRT,Asia Pacific,Tokyo,77,4.39
47.236.112.238,2083,2083,true,SIN,Asia Pacific,Singapore,171,4.39
47.236.122.233,2082,2082,false,SIN,Asia Pacific,Singapore,6,4.39
47.245.29.126,2053,2053,true,NRT,Asia Pacific,Tokyo,435,4.38
47.245.34.140,2082,2082,false,NRT,Asia Pacific,Tokyo,83,4.38
8.222.209.223,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.38
47.243.163.102,80,8080,false,HKG,Asia Pacific,Hong Kong,36,4.38
47.91.31.235,8080,8080,false,NRT,Asia Pacific,Tokyo,77,4.38
47.74.52.188,2083,2083,true,NRT,Asia Pacific,Tokyo,74,4.37
8.209.222.31,2096,2096,true,NRT,Asia Pacific,Tokyo,94,4.37
47.74.5.99,8880,8880,false,NRT,Asia Pacific,Tokyo,70,4.37
8.219.58.64,80,80,false,SIN,Asia Pacific,Singapore,56,4.37
47.236.112.103,2095,2095,false,SIN,Asia Pacific,Singapore,50,4.37
47.245.33.158,2082,2082,false,NRT,Asia Pacific,Tokyo,382,4.37
47.245.33.56,2095,2095,false,NRT,Asia Pacific,Tokyo,356,4.37
47.236.111.221,2052,2052,false,SIN,Asia Pacific,Singapore,60,4.37
8.222.193.65,2053,2053,true,SIN,Asia Pacific,Singapore,78,4.37
47.74.13.66,2095,2095,false,NRT,Asia Pacific,Tokyo,168,4.37
47.245.11.108,2096,2096,true,NRT,Asia Pacific,Tokyo,137,4.36
8.222.223.34,80,80,false,SIN,Asia Pacific,Singapore,9,4.36
8.222.133.63,80,80,false,SIN,Asia Pacific,Singapore,13,4.36
47.74.41.136,2083,2083,true,NRT,Asia Pacific,Tokyo,73,4.36
47.245.10.228,8443,8443,true,NRT,Asia Pacific,Tokyo,180,4.36
8.219.151.193,2086,2086,false,SIN,Asia Pacific,Singapore,44,4.36
47.245.7.212,2053,2053,true,NRT,Asia Pacific,Tokyo,192,4.36
47.236.0.246,8443,8443,true,SIN,Asia Pacific,Singapore,50,4.36
47.236.103.64,2095,2095,false,SIN,Asia Pacific,Singapore,54,4.36
47.236.122.233,80,80,false,SIN,Asia Pacific,Singapore,53,4.36
47.245.121.223,2053,2053,true,SIN,Asia Pacific,Singapore,26,4.36
47.245.26.12,80,80,false,NRT,Asia Pacific,Tokyo,191,4.35
47.245.29.64,2087,2087,true,NRT,Asia Pacific,Tokyo,191,4.35
47.91.21.107,2083,2083,true,NRT,Asia Pacific,Tokyo,449,4.35
47.243.162.49,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,4.35
8.219.42.163,80,80,false,SIN,Asia Pacific,Singapore,3,4.35
47.245.9.209,8080,8080,false,NRT,Asia Pacific,Tokyo,314,4.35
47.91.23.146,2096,2096,true,NRT,Asia Pacific,Tokyo,263,4.35
47.236.112.103,2095,2095,false,SIN,Asia Pacific,Singapore,51,4.35
8.219.3.53,8080,8080,false,SIN,Asia Pacific,Singapore,3,4.35
47.74.12.139,2052,2052,false,NRT,Asia Pacific,Tokyo,408,4.35
8.210.151.69,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,4.35
8.219.198.139,8080,8080,false,SIN,Asia Pacific,Singapore,18,4.35
47.74.45.143,2096,2096,true,NRT,Asia Pacific,Tokyo,130,4.35
47.243.70.197,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,4.34
8.209.243.172,2087,2087,true,NRT,Asia Pacific,Tokyo,327,4.34
8.219.241.189,2087,2087,true,SIN,Asia Pacific,Singapore,70,4.34
47.74.13.200,2096,2096,true,NRT,Asia Pacific,Tokyo,88,4.34
47.74.16.67,8880,8880,false,NRT,Asia Pacific,Tokyo,303,4.34
47.91.30.39,8443,8443,true,NRT,Asia Pacific,Tokyo,328,4.34
47.245.30.239,2095,2095,false,NRT,Asia Pacific,Tokyo,154,4.34
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,71,4.34
47.91.21.127,2082,2082,false,NRT,Asia Pacific,Tokyo,75,4.34
8.219.115.239,2053,2053,true,SIN,Asia Pacific,Singapore,76,4.34
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,216,4.34
47.236.11.84,8443,8443,true,SIN,Asia Pacific,Singapore,60,4.33
47.74.13.24,2083,2083,true,NRT,Asia Pacific,Tokyo,173,4.33
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,17,4.33
47.236.100.114,2095,2095,false,SIN,Asia Pacific,Singapore,22,4.33
8.219.237.156,8443,8443,true,SIN,Asia Pacific,Singapore,96,4.33
8.219.104.242,2083,2083,true,SIN,Asia Pacific,Singapore,61,4.33
47.74.13.24,8080,8080,false,NRT,Asia Pacific,Tokyo,73,4.33
47.74.46.84,2082,2082,false,NRT,Asia Pacific,Tokyo,75,4.33
47.74.26.131,8443,8443,true,NRT,Asia Pacific,Tokyo,199,4.33
8.219.115.239,2082,2082,false,SIN,Asia Pacific,Singapore,14,4.33
8.222.226.15,8080,8080,false,SIN,Asia Pacific,Singapore,16,4.33
47.245.29.126,2095,2095,false,NRT,Asia Pacific,Tokyo,90,4.33
47.74.7.51,8080,8080,false,NRT,Asia Pacific,Tokyo,205,4.32
47.91.3.135,80,80,false,NRT,Asia Pacific,Tokyo,236,4.32
47.243.161.235,80,80,false,HKG,Asia Pacific,Hong Kong,42,4.32
47.74.54.145,2095,2095,false,NRT,Asia Pacific,Tokyo,73,4.32
8.219.122.96,80,80,false,SIN,Asia Pacific,Singapore,6,4.32
47.74.40.13,2095,2095,false,NRT,Asia Pacific,Tokyo,161,4.32
47.236.0.246,2053,2053,true,SIN,Asia Pacific,Singapore,57,4.32
8.218.149.193,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,4.32
47.245.3.137,8880,8880,false,NRT,Asia Pacific,Tokyo,168,4.32
8.222.128.131,2096,2096,true,SIN,Asia Pacific,Singapore,73,4.31
8.219.107.180,2053,2053,true,SIN,Asia Pacific,Singapore,111,4.31
47.91.14.47,2053,2053,true,NRT,Asia Pacific,Tokyo,326,4.31
8.219.103.57,443,443,true,SIN,Asia Pacific,Singapore,84,4.31
8.219.197.111,8443,8443,true,SIN,Asia Pacific,Singapore,104,4.31
47.243.162.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,4.31
47.245.120.81,2095,2095,false,SIN,Asia Pacific,Singapore,3,4.31
47.245.15.207,8080,8080,false,NRT,Asia Pacific,Tokyo,162,4.31
47.245.1.35,8443,8443,true,NRT,Asia Pacific,Tokyo,118,4.31
8.218.143.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,4.30
8.209.252.13,2053,2053,true,NRT,Asia Pacific,Tokyo,276,4.30
8.209.248.161,8880,8880,false,NRT,Asia Pacific,Tokyo,326,4.30
47.91.21.107,8443,8443,true,NRT,Asia Pacific,Tokyo,161,4.30
47.245.113.62,2086,2086,false,SIN,Asia Pacific,Singapore,3,4.30
47.245.15.101,8880,8880,false,NRT,Asia Pacific,Tokyo,74,4.30
47.236.126.188,8880,8880,false,SIN,Asia Pacific,Singapore,59,4.30
47.245.41.198,2082,2082,false,NRT,Asia Pacific,Tokyo,383,4.29
47.236.11.84,2083,2083,true,SIN,Asia Pacific,Singapore,55,4.29
8.222.251.201,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.29
47.74.42.17,2095,2095,false,NRT,Asia Pacific,Tokyo,192,4.29
47.236.15.42,2096,2096,true,SIN,Asia Pacific,Singapore,124,4.29
47.245.12.179,2086,2086,false,NRT,Asia Pacific,Tokyo,78,4.29
47.74.5.150,2086,2086,false,NRT,Asia Pacific,Tokyo,266,4.29
47.243.70.197,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,4.29
47.245.9.99,2052,2052,false,NRT,Asia Pacific,Tokyo,82,4.29
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,90,4.29
47.243.161.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,4.29
47.236.116.26,443,443,true,SIN,Asia Pacific,Singapore,756,4.28
47.236.13.236,2095,2095,false,SIN,Asia Pacific,Singapore,46,4.28
47.245.15.236,8080,8080,false,NRT,Asia Pacific,Tokyo,72,4.28
8.222.140.87,8880,8880,false,SIN,Asia Pacific,Singapore,6,4.28
8.219.13.143,8443,8443,true,SIN,Asia Pacific,Singapore,69,4.28
47.245.59.243,2082,2082,false,NRT,Asia Pacific,Tokyo,89,4.28
47.236.107.152,8080,8080,false,SIN,Asia Pacific,Singapore,15,4.28
47.74.27.151,2087,2087,true,NRT,Asia Pacific,Tokyo,173,4.28
47.236.103.64,8080,8080,false,SIN,Asia Pacific,Singapore,11,4.28
8.219.229.46,8080,8080,false,SIN,Asia Pacific,Singapore,15,4.28
47.74.9.174,2082,2082,false,NRT,Asia Pacific,Tokyo,197,4.28
47.74.5.150,2082,2082,false,NRT,Asia Pacific,Tokyo,111,4.28
8.219.201.245,8880,8880,false,SIN,Asia Pacific,Singapore,25,4.28
47.236.101.228,2083,2083,true,SIN,Asia Pacific,Singapore,39,4.27
47.74.16.255,8080,8080,false,NRT,Asia Pacific,Tokyo,101,4.27
47.236.106.42,2083,2083,true,SIN,Asia Pacific,Singapore,184,4.27
8.222.133.63,8880,8880,false,SIN,Asia Pacific,Singapore,12,4.27
8.222.252.150,2053,2053,true,SIN,Asia Pacific,Singapore,90,4.27
47.236.0.98,2052,2052,false,SIN,Asia Pacific,Singapore,57,4.27
8.222.128.33,8080,8080,false,SIN,Asia Pacific,Singapore,30,4.27
8.222.235.92,8443,8443,true,SIN,Asia Pacific,Singapore,75,4.27
47.245.1.35,2086,2086,false,NRT,Asia Pacific,Tokyo,78,4.27
47.236.116.26,8080,8080,false,SIN,Asia Pacific,Singapore,42,4.27
8.219.42.163,2053,2053,true,SIN,Asia Pacific,Singapore,61,4.27
47.245.13.50,8443,8443,true,NRT,Asia Pacific,Tokyo,466,4.27
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,8,4.27
8.219.42.163,8880,8880,false,SIN,Asia Pacific,Singapore,5,4.27
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,32,4.26
8.219.15.197,2052,2052,false,SIN,Asia Pacific,Singapore,4,4.26
47.74.7.51,2053,2053,true,NRT,Asia Pacific,Tokyo,178,4.26
8.209.214.222,2096,2096,true,NRT,Asia Pacific,Tokyo,81,4.26
47.74.27.211,2083,2083,true,NRT,Asia Pacific,Tokyo,183,4.26
47.245.12.38,2053,2053,true,NRT,Asia Pacific,Tokyo,299,4.26
8.222.212.172,2087,2087,true,SIN,Asia Pacific,Singapore,60,4.26
47.245.13.93,2087,2087,true,NRT,Asia Pacific,Tokyo,162,4.26
47.236.122.233,2082,2082,false,SIN,Asia Pacific,Singapore,20,4.26
47.245.37.89,2096,2096,true,NRT,Asia Pacific,Tokyo,255,4.26
47.236.20.132,8443,80,false,SIN,Asia Pacific,Singapore,24,4.26
8.219.137.50,8080,8080,false,SIN,Asia Pacific,Singapore,4,4.26
47.91.25.66,2095,2095,false,NRT,Asia Pacific,Tokyo,85,4.25
47.236.111.221,2083,2083,true,SIN,Asia Pacific,Singapore,66,4.25
47.245.52.202,2052,2052,false,NRT,Asia Pacific,Tokyo,144,4.25
47.236.15.77,80,80,false,SIN,Asia Pacific,Singapore,13,4.25
8.222.209.223,80,80,false,SIN,Asia Pacific,Singapore,31,4.25
47.245.33.56,8443,8443,true,NRT,Asia Pacific,Tokyo,96,4.25
47.245.26.12,2083,2083,true,NRT,Asia Pacific,Tokyo,248,4.25
47.236.112.218,443,443,true,SIN,Asia Pacific,Singapore,55,4.24
47.245.56.207,2053,2053,true,NRT,Asia Pacific,Tokyo,334,4.24
8.209.255.195,8080,8080,false,NRT,Asia Pacific,Tokyo,502,4.24
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,14,4.24
47.236.108.255,2086,2086,false,SIN,Asia Pacific,Singapore,21,4.24
47.74.26.131,2053,2053,true,NRT,Asia Pacific,Tokyo,93,4.24
8.218.143.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,4.24
47.245.13.50,2082,2082,false,NRT,Asia Pacific,Tokyo,372,4.24
47.74.18.121,2087,2087,true,NRT,Asia Pacific,Tokyo,97,4.24
47.245.115.6,2052,2052,false,SIN,Asia Pacific,Singapore,32,4.24
8.219.67.50,8443,8443,true,SIN,Asia Pacific,Singapore,32,4.24
47.245.90.138,2096,2096,true,SIN,Asia Pacific,Singapore,28,4.24
47.236.104.98,443,443,true,SIN,Asia Pacific,Singapore,41,4.24
47.91.21.149,2096,2096,true,NRT,Asia Pacific,Tokyo,155,4.24
47.245.39.28,2052,2052,false,NRT,Asia Pacific,Tokyo,121,4.24
47.74.6.73,2052,2052,false,NRT,Asia Pacific,Tokyo,165,4.24
47.236.100.114,2052,2052,false,SIN,Asia Pacific,Singapore,43,4.23
47.236.112.238,80,80,false,SIN,Asia Pacific,Singapore,16,4.23
47.74.9.174,80,80,false,NRT,Asia Pacific,Tokyo,76,4.23
8.222.252.49,80,80,false,SIN,Asia Pacific,Singapore,24,4.23
47.245.1.35,2053,2053,true,NRT,Asia Pacific,Tokyo,228,4.23
8.222.245.188,2082,2082,false,SIN,Asia Pacific,Singapore,26,4.23
47.245.55.94,2095,2095,false,NRT,Asia Pacific,Tokyo,104,4.23
47.236.126.188,2087,2087,true,SIN,Asia Pacific,Singapore,49,4.23
47.245.14.160,80,80,false,NRT,Asia Pacific,Tokyo,403,4.23
47.245.59.243,2095,2095,false,NRT,Asia Pacific,Tokyo,167,4.23
8.209.248.161,2095,2095,false,NRT,Asia Pacific,Tokyo,77,4.23
47.236.0.17,2086,2086,false,SIN,Asia Pacific,Singapore,21,4.23
8.222.240.10,2095,2095,false,SIN,Asia Pacific,Singapore,22,4.23
47.236.9.147,2096,2096,true,SIN,Asia Pacific,Singapore,45,4.23
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,91,4.23
8.219.0.162,443,443,true,SIN,Asia Pacific,Singapore,34,4.22
8.222.252.49,2095,2095,false,SIN,Asia Pacific,Singapore,10,4.22
8.209.214.222,2086,2086,false,NRT,Asia Pacific,Tokyo,305,4.22
47.245.2.231,8443,8443,true,NRT,Asia Pacific,Tokyo,88,4.22
47.91.29.108,8443,8443,true,NRT,Asia Pacific,Tokyo,147,4.22
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,44,4.22
47.245.10.123,2096,2096,true,NRT,Asia Pacific,Tokyo,455,4.22
8.222.239.214,2095,2095,false,SIN,Asia Pacific,Singapore,13,4.22
47.236.100.114,8880,8880,false,SIN,Asia Pacific,Singapore,6,4.22
8.209.214.222,8880,8880,false,NRT,Asia Pacific,Tokyo,76,4.22
8.222.221.109,2052,2052,false,SIN,Asia Pacific,Singapore,17,4.22
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,39,4.22
8.219.12.152,2082,2082,false,SIN,Asia Pacific,Singapore,4,4.21
47.245.9.228,2095,2095,false,NRT,Asia Pacific,Tokyo,86,4.21
8.222.219.34,80,80,false,SIN,Asia Pacific,Singapore,17,4.21
8.222.170.183,2086,2086,false,SIN,Asia Pacific,Singapore,8,4.21
47.245.59.133,2095,2095,false,NRT,Asia Pacific,Tokyo,100,4.21
8.218.156.91,80,80,false,HKG,Asia Pacific,Hong Kong,43,4.21
47.74.14.85,2082,2082,false,NRT,Asia Pacific,Tokyo,182,4.21
47.236.8.245,8880,8880,false,SIN,Asia Pacific,Singapore,37,4.21
47.245.110.187,8880,8880,false,SIN,Asia Pacific,Singapore,5,4.21
8.218.142.253,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,4.21
47.245.15.236,2095,2095,false,NRT,Asia Pacific,Tokyo,177,4.21
47.74.54.145,8080,8080,false,NRT,Asia Pacific,Tokyo,305,4.21
8.219.228.186,2087,2087,true,SIN,Asia Pacific,Singapore,65,4.20
47.74.54.33,2082,2082,false,NRT,Asia Pacific,Tokyo,204,4.20
47.236.111.221,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.20
47.245.57.38,2095,2095,false,NRT,Asia Pacific,Tokyo,270,4.20
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,4.20
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,89,4.20
8.222.218.4,8880,8880,false,SIN,Asia Pacific,Singapore,3,4.20
8.222.128.33,2053,2053,true,SIN,Asia Pacific,Singapore,95,4.20
47.74.26.132,8443,8443,true,NRT,Asia Pacific,Tokyo,338,4.20
8.222.189.228,2095,2095,false,SIN,Asia Pacific,Singapore,24,4.20
8.219.6.157,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.20
8.210.151.69,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,4.20
47.74.50.249,2052,2052,false,NRT,Asia Pacific,Tokyo,73,4.20
8.222.241.42,8443,8443,true,SIN,Asia Pacific,Singapore,66,4.20
8.222.170.183,8880,8880,false,SIN,Asia Pacific,Singapore,18,4.20
8.222.197.251,8880,8880,false,SIN,Asia Pacific,Singapore,22,4.20
8.222.245.94,2082,2082,false,SIN,Asia Pacific,Singapore,18,4.19
47.245.9.228,8443,8443,true,NRT,Asia Pacific,Tokyo,81,4.19
47.236.112.238,8080,8080,false,SIN,Asia Pacific,Singapore,23,4.19
8.222.219.34,2096,2096,true,SIN,Asia Pacific,Singapore,113,4.19
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,91,4.19
47.245.30.239,2096,2096,true,NRT,Asia Pacific,Tokyo,286,4.19
8.218.149.193,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,4.19
47.236.107.152,2086,2086,false,SIN,Asia Pacific,Singapore,57,4.19
47.245.3.226,2082,2082,false,NRT,Asia Pacific,Tokyo,125,4.19
8.222.252.49,2087,2087,true,SIN,Asia Pacific,Singapore,101,4.19
47.245.56.207,2053,2053,true,NRT,Asia Pacific,Tokyo,197,4.19
47.236.126.188,2096,2096,true,SIN,Asia Pacific,Singapore,86,4.19
47.243.20.164,443,443,true,HKG,Asia Pacific,Hong Kong,71,4.18
47.74.61.146,2095,2095,false,NRT,Asia Pacific,Tokyo,266,4.18
8.210.117.18,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,4.18
47.245.5.234,8080,8080,false,NRT,Asia Pacific,Tokyo,460,4.18
47.236.112.218,443,443,true,SIN,Asia Pacific,Singapore,64,4.18
8.219.75.141,2053,2053,true,SIN,Asia Pacific,Singapore,94,4.18
8.219.40.255,8880,8880,false,SIN,Asia Pacific,Singapore,5,4.18
47.245.41.84,2083,2083,true,NRT,Asia Pacific,Tokyo,186,4.18
8.222.138.164,8080,8080,false,SIN,Asia Pacific,Singapore,11,4.17
47.245.41.69,2095,2095,false,NRT,Asia Pacific,Tokyo,75,4.17
8.222.210.237,2095,2095,false,SIN,Asia Pacific,Singapore,22,4.17
8.222.128.33,2087,2087,true,SIN,Asia Pacific,Singapore,84,4.17
47.236.0.17,8880,8880,false,SIN,Asia Pacific,Singapore,56,4.17
47.91.23.146,8080,8080,false,NRT,Asia Pacific,Tokyo,178,4.17
47.243.18.77,8080,80,false,HKG,Asia Pacific,Hong Kong,38,4.17
8.219.245.187,2096,2096,true,SIN,Asia Pacific,Singapore,38,4.17
47.74.27.94,2083,2083,true,NRT,Asia Pacific,Tokyo,136,4.17
47.236.111.221,8880,8880,false,SIN,Asia Pacific,Singapore,13,4.17
8.219.3.53,80,80,false,SIN,Asia Pacific,Singapore,8,4.17
47.74.4.47,8443,8443,true,NRT,Asia Pacific,Tokyo,250,4.17
47.245.52.240,2095,2095,false,NRT,Asia Pacific,Tokyo,264,4.17
8.222.214.13,80,80,false,SIN,Asia Pacific,Singapore,7,4.17
47.74.26.131,8443,8443,true,NRT,Asia Pacific,Tokyo,200,4.16
47.245.57.109,2082,2082,false,NRT,Asia Pacific,Tokyo,76,4.16
8.222.141.186,2052,2052,false,SIN,Asia Pacific,Singapore,13,4.16
8.218.105.223,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,4.16
47.74.0.234,2083,2083,true,NRT,Asia Pacific,Tokyo,97,4.16
